2019-11-09 16:21:55,726,car is coming
2019-11-09 16:23:40,190,car is coming
2019-11-09 16:24:35,654,car is coming
2019-11-09 16:25:52,869,car is coming
2019-11-09 16:26:30,147,car is coming
2019-11-09 16:28:53,419,car is coming
2019-11-09 16:28:59,406,car is coming
2019-11-09 16:31:26,178,car is coming
2019-11-09 16:37:10,785,car is coming
2019-11-09 16:37:29,697,car is coming
2019-11-09 16:38:37,988,car is coming
2019-11-09 16:39:54,717,car is coming
